CaseNo,Crime Type,Crime Category,Occurred On,Occurred Between,Block Address,Disposition,x,y
PD250016742,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,1/21/2025 2:35 下午,,9600 BEDDER STONE PL,Unfounded,11751989.75,6956985.316
PD250002242,SIMPLE ASSAULT,Violent,1/21/2025 2:13 下午,,2700 NEABSCO COMMON PL,Inactive,11827989.76,6912695.066
PD250002237,SIMPLE ASSAULT,Violent,1/21/2025 1:50 下午,,14000 GRAYSON RD,Arrest,11831313.88,6920634.755
PD250002949,ALL OTHER LARCENY,Property,1/21/2025 1:36 下午,,13000 LAGUNA CT,Arrest,11788169.39,6928169.474
PD250002948,COUNTERFEITING/FORGERY,Property,1/21/2025 1:31 下午,1/21/2025 1:31 下午,13000 LAGUNA CT,Arrest,11788169.39,6928169.474
PD250002240,SHOPLIFTING,Property,1/21/2025 12:47 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250005396,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,1/21/2025 12:23 下午,,1900 DANIEL STUART SQ,Exception,11833124.73,6915128.753
PD250002315,CREDIT CARD/ATM FRAUD,Property,1/21/2025 12:16 下午,,13000 HEATHCOTE BLVD,Arrest,11725856.98,6984471.707
PD250002239,SIMPLE ASSAULT,Violent,1/21/2025 12:15 下午,,2800 MADEIRA CT,Arrest,11826043.68,6936780.388
PD250002223,SHOPLIFTING,Property,1/21/2025 12:04 下午,,2400 PRINCE WILLIAM PKWY,Exception,11829403.63,6923662.961
PD250002236,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/21/2025 12:00 下午,,12000 SPRING BEAUTY RD,Inactive,11753343.09,6950491.728
PD250002320,CREDIT CARD/ATM FRAUD,Property,1/21/2025 11:58 上午,,7500 BROKEN BRANCH LN,Arrest,11763755.38,6972995.303
PD250300066,WIRE FRAUD,Property,1/21/2025 10:47 上午,1/21/2025 3:25 下午,11000 WILLOW GREEN CIR,Inactive,11758391.75,6972761.435
PD250002247,THEFT FROM MOTOR VEHICLE,Property,1/21/2025 10:30 上午,1/21/2025 11:58 上午,11000 SUDLEY MANOR DR,Arrest,11763143.7,6970932.753
PD250002218,STOLEN PROPERTY OFFENSE,Property,1/21/2025 10:00 上午,,2800 WOODMARK DR,Arrest,11825882.8,6901614.793
PD250002214,MOTOR VEHICLE THEFT,Property,1/21/2025 8:45 上午,1/21/2025 9:40 上午,12000 POND RUN DR,Inactive,11819570.19,6935466.607
PD250002186,SHOPLIFTING,Property,1/21/2025 3:19 上午,,4000 PRINCE WILLIAM PKWY,Arrest,11816751.64,6927624.098
PD250002303,DRUG EQUIPMENT VIOLATION,Quality of Life,1/21/2025 3:19 上午,,4000 PRINCE WILLIAM PKWY,Inactive,11816751.64,6927624.098
PD250002505,MOTOR VEHICLE THEFT,Property,1/21/2025 2:25 上午,1/21/2025 3:43 上午,8100 FLANNERY CT,Inactive,11751784.86,6969108.77
PD250002184,CURFEW/LOITERING/VAGRANCY VIOLATION,Quality of Life,1/21/2025 2:01 上午,,Wild Ginger Cir / Ashton Ave,Arrest,11761525.27,6972572.129
PD250002301,SIMPLE ASSAULT,Violent,1/21/2025 1:20 上午,,3100 CHESAPEAKE DR,Exception,11824212.43,6898220.467
PD250002185,THEFT FROM MOTOR VEHICLE,Property,1/21/2025 1:00 上午,1/21/2025 2:00 上午,10000 WILD GINGER CIR,Arrest,11761121.93,6972155.27
PD250002215,THEFT FROM MOTOR VEHICLE,Property,1/21/2025 12:00 上午,1/21/2025 11:17 上午,POINTER LN / PORTSMOUTH RD,Inactive,11767090.97,6968677.374
PD250002230,TRESPASS OF REAL PROPERTY,Quality of Life,1/21/2025 12:00 上午,,16000 FLOTILLA WAY,Arrest,11827314.56,6900601.67
PD250002267,DISORDERLY CONDUCT,Quality of Life,1/21/2025 12:00 上午,,2300 OPITZ BLVD,Arrest,11830080.57,6916574.574
PD250002718,SIMPLE ASSAULT,Violent,1/21/2025 12:00 上午,,14000 PARK CT,Arrest,11811845.92,6917601.042
PD250002922,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,1/21/2025 12:00 上午,,8100 TALL TIMBER DR,Inactive,11738403.44,6968660.436
PD250002557,SIMPLE ASSAULT,Violent,1/20/2025 11:00 下午,,2700 DETTINGEN PL,Arrest,11826588.03,6901110.71
PD250002177,SIMPLE ASSAULT,Violent,1/20/2025 10:00 下午,,10000 CORAL BERRY DR,Arrest,11768136.06,6949883.16
PD250002170,SIMPLE ASSAULT,Violent,1/20/2025 9:15 下午,,11000 HAZEL CIRCLE DR,Exception,11753673.78,6953133.483
PD250002209,MOTOR VEHICLE THEFT,Property,1/20/2025 8:55 下午,1/21/2025 8:25 上午,3400 BRIGHTWOOD LN,Inactive,11822216.22,6913268.64
PD250300103,SHOPLIFTING,Property,1/20/2025 8:52 下午,1/20/2025 8:52 下午,7500 LINTON HALL RD,Inactive,11736427.34,6973197.783
PD250002169,SIMPLE ASSAULT,Violent,1/20/2025 8:00 下午,,14000 BIG CREST LN,Arrest,11837922.65,6909157.124
PD250002171,EXTORTION/BLACKMAIL,Property,1/20/2025 8:00 下午,,10000 FARRAGUT CT,Inactive,11767658.06,6967759.904
PD250002166,DRUG/NARCOTIC VIOLATION,Quality of Life,1/20/2025 7:30 下午,,4500 DALE BLVD,Arrest,11813524.69,6923419.778
PD250002205,SHOPLIFTING,Property,1/20/2025 7:11 下午,,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250005012,SIMPLE ASSAULT,Violent,1/20/2025 7:00 下午,,14000 EMBERDALE DR,Arrest,11814274.07,6915486.79
PD250002266,THEFT FROM MOTOR VEHICLE,Property,1/20/2025 6:30 下午,1/21/2025 7:00 上午,10000 COVERSTONE DR,Inactive,11758895.73,6972414.501
PD250002163,SHOPLIFTING,Property,1/20/2025 6:24 下午,1/20/2025 6:25 下午,16000 RIVER RIDGE BLVD,Inactive,11824177.26,6899387.157
PD250005395,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,1/20/2025 6:15 下午,,1900 DANIEL STUART SQ,Exception,11833124.73,6915128.753
PD250008897,EMBEZZLEMENT,Property,1/20/2025 5:57 下午,,17000 RICHMOND HWY,Arrest,11823015.25,6897253.401
PD250005408,SHOPLIFTING,Property,1/20/2025 5:54 下午,,4300 FORTUNA CENTER PLZ,Exception,11816257.04,6902983.055
PD250002157,SHOPLIFTING,Property,1/20/2025 5:53 下午,,4300 FORTUNA CENTER PLZ,Inactive,11816257.04,6902983.055
PD250002158,SHOPLIFTING,Property,1/20/2025 5:42 下午,,2700 POTOMAC MILLS CIR,Arrest,11826041.73,6918486.143
PD250002152,AGGRAVATED ASSAULT,Violent,1/20/2025 4:04 下午,,8000 JULIET LN,Arrest,11758955.66,6969471.821
PD250002507,SIMPLE ASSAULT,Violent,1/20/2025 4:00 下午,1/20/2025 10:00 下午,3400 BEALE CT,Arrest,11821236.94,6914923.734
PD250005517,SHOPLIFTING,Property,1/20/2025 4:00 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250002150,ALL OTHER LARCENY,Property,1/20/2025 3:50 下午,,7600 CENTREVILLE RD,Arrest,11782640.2,6972452.734
PD250002173,ALL OTHER LARCENY,Property,1/20/2025 3:24 下午,,11000 SOLDIERS RIDGE CIR,Inactive,11759192.73,6972273.002
PD250002148,SHOPLIFTING,Property,1/20/2025 3:12 下午,,12000 TOUCHSTONE CIR,Inactive,11815165.18,6930798.488
PD250002145,SHOPLIFTING,Property,1/20/2025 2:48 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250002147,SHOPLIFTING,Property,1/20/2025 2:33 下午,,13000 FOULGER SQ,Arrest,11824142.77,6923502.195
PD250002374,THEFT FROM BUILDING,Property,1/20/2025 2:01 下午,,2700 METRO PLZ,Exception,11826861.61,6918284.917
PD250005394,FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,Property,1/20/2025 12:30 下午,,1900 DANIEL STUART SQ,Exception,11833124.73,6915128.753
PD250005407,SHOPLIFTING,Property,1/20/2025 12:07 下午,,4300 FORTUNA CENTER PLZ,Exception,11816257.04,6902983.055
PD250002125,BURGLARY,Property,1/20/2025 11:10 上午,,10000 PORTSMOUTH RD,Inactive,11768269.79,6969421.395
PD250002127,SHOPLIFTING,Property,1/20/2025 11:07 上午,,9400 LIBERIA AVE,Arrest,11782498.19,6958311.579
PD250002155,SIMPLE ASSAULT,Violent,1/20/2025 11:00 上午,,14000 HOLLY KNOLL LN,Unfounded,11730525.82,6970420.961
PD250002208,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/20/2025 11:00 上午,1/21/2025 10:30 上午,8300 KINSLEY MILL PL,Inactive,11735986.19,6965256.943
PD250002115,BURGLARY,Property,1/20/2025 8:20 上午,,4300 KEVIN WALKER DR,Inactive,11813979.21,6904918.716
PD250002699,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/20/2025 8:00 上午,1/21/2025 8:00 下午,7500 BEN LOMOND PARK DR,Inactive,11773790.45,6973767.633
PD250002118,WEAPON LAW VIOLATION,Quality of Life,1/20/2025 7:50 上午,,9300 LEE AVE,Arrest,11774274.01,6958467.993
PD250002103,SIMPLE ASSAULT,Violent,1/20/2025 7:30 上午,,2800 WOODMARK DR,Inactive,11825882.8,6901614.793
PD250002102,SIMPLE ASSAULT,Violent,1/20/2025 4:51 上午,,Hereford Rd / Minnieville Rd,Arrest,11817878.97,6921964.455
PD250002101,DRIVING UNDER THE INFLUENCE,Quality of Life,1/20/2025 2:14 上午,,Hereford Rd / Minnieville Rd,Arrest,11817878.97,6921964.455
PD250002211,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/20/2025 1:22 上午,,1200 HALE CT,Inactive,11839117.31,6921634.208
PD250002116,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/20/2025 12:30 上午,1/20/2025 1:15 上午,12000 CAPE COD CT,Inactive,11820868.76,6934647.29
PD250002117,DRIVING UNDER THE INFLUENCE,Quality of Life,1/20/2025 12:00 上午,,5700 MOONBEAM DR,Arrest,11802030.37,6912603.535
PD250002530,SIMPLE ASSAULT,Violent,1/20/2025 12:00 上午,,12000 CASTILE CT,Unfounded,11826695.05,6932190.141
PD250006612,SIMPLE ASSAULT,Violent,1/20/2025 12:00 上午,1/31/2025 12:00 上午,13000 MARYS WAY,Inactive,11837060.74,6924285.971
PD250009461,PORNOGRAPHY/OBSCENE MATERIAL,Quality of Life,1/20/2025 12:00 上午,,14000 EMPIRE ST,Inactive,11815112.42,6915667.381
PD250009868,WIRE FRAUD,Property,1/20/2025 12:00 上午,3/20/2025 12:00 上午,15000 GOSSOMS STORE CT,Exception,11724317.54,6995854.549
PD250002284,SIMPLE ASSAULT,Violent,1/19/2025 11:00 下午,,9000 MASON VILLAGE LOOP,Arrest,11755986.34,6961640.279
PD250002090,DRUG/NARCOTIC VIOLATION,Quality of Life,1/19/2025 8:50 下午,,10000 LARIAT LN,Arrest,11764380.68,6974991.895
PD250002085,SIMPLE ASSAULT,Violent,1/19/2025 8:28 下午,,1400 COLCHESTER RD,Arrest,11837960.24,6919246.676
PD250002080,SHOPLIFTING,Property,1/19/2025 7:40 下午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002081,SIMPLE ASSAULT,Violent,1/19/2025 7:00 下午,,15000 CARTERSVILLE CT,Inactive,11726773.12,6984621.42
PD250003911,AGGRAVATED ASSAULT,Violent,1/19/2025 7:00 下午,1/19/2025 7:00 下午,4000 JASPER LOOP,Arrest,11816701.24,6894866.688
PD250006118,SHOPLIFTING,Property,1/19/2025 5:41 下午,,2700 POTOMAC MILLS CIR,Inactive,11826041.73,6918486.143
PD250004595,SHOPLIFTING,Property,1/19/2025 5:06 下午,1/19/2025 5:33 下午,13000 GATEWAY CENTER DR,Inactive,11738631.13,6973200.128
PD250002076,DRUG/NARCOTIC VIOLATION,Quality of Life,1/19/2025 5:00 下午,,1800 BEL AIR RD,Arrest,11835002.14,6919040.274
PD250002095,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/19/2025 5:00 下午,1/19/2025 9:00 下午,3900 MAMMOTH CAVE LOOP,Arrest,11816575.52,6895045.322
PD250002114,ANIMAL CRUELTY,Quality of Life,1/19/2025 4:51 下午,,7400 SABIN DR,Arrest,11767837.65,6974508.112
PD250002091,MURDER & NONNEGLIGENT MANSLAUGHTER,Violent,1/19/2025 4:00 下午,1/19/2025 7:30 下午,9800 SHALLOW CREEK LOOP,Arrest,11758843.23,6954725.311
PD250002069,SHOPLIFTING,Property,1/19/2025 3:03 下午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002065,DRUG EQUIPMENT VIOLATION,Quality of Life,1/19/2025 2:46 下午,,8100 CELLO WAY,Arrest,11783640.18,6967594.479
PD250002054,SHOPLIFTING,Property,1/19/2025 2:02 下午,,2400 PRINCE WILLIAM PKWY,Inactive,11829403.63,6923662.961
PD250002097,SIMPLE ASSAULT,Violent,1/19/2025 2:00 下午,,13000 COLCHESTER FERRY PL,Inactive,11841856.28,6927338.108
PD250002052,"FAMILY OFFENSES, NONVIOLENT",Quality of Life,1/19/2025 1:56 下午,,18000 PARK ENTRANCE RD,Inactive,11811920.88,6888561.531
PD250002207,SHOPLIFTING,Property,1/19/2025 1:27 下午,,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250002049,SHOPLIFTING,Property,1/19/2025 1:10 下午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002060,SIMPLE ASSAULT,Violent,1/19/2025 1:10 下午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002073,WIRE FRAUD,Property,1/19/2025 1:00 下午,,8900 FREEDOM CENTER BLVD,Inactive,11763747.93,6962538.401
PD250002048,SIMPLE ASSAULT,Violent,1/19/2025 12:35 下午,,14000 KEAVY RIDGE CT,Arrest,11730796.96,6981044.843
PD250002043,DRUG/NARCOTIC VIOLATION,Quality of Life,1/19/2025 11:30 上午,,10000 BALLS FORD RD,Arrest,11768633.21,6978470.228
PD250002041,SHOPLIFTING,Property,1/19/2025 10:55 上午,,13000 RICHMOND HWY,Inactive,11808907.66,6874800.458
PD250002038,SIMPLE ASSAULT,Violent,1/19/2025 10:15 上午,,14000 WESTMINISTER LN,Inactive,11813337.66,6919103.779
PD250002096,SIMPLE ASSAULT,Violent,1/19/2025 10:11 上午,,3600 CARSON DR,Arrest,11820005.22,6912822.901
PD250002035,SIMPLE ASSAULT,Violent,1/19/2025 7:48 上午,,2300 OPITZ BLVD,Exception,11830080.57,6916574.574
PD250002119,BURGLARY,Property,1/19/2025 4:00 上午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002122,BURGLARY,Property,1/19/2025 4:00 上午,,14000 RICHMOND HWY,Inactive,11836714.04,6921921.867
PD250002028,SIMPLE ASSAULT,Violent,1/19/2025 3:21 上午,,2800 WOODMARK DR,Inactive,11825882.8,6901614.793
PD250002372,BURGLARY,Property,1/19/2025 2:00 上午,,11000 CHATTERLY LOOP,Inactive,11758963.97,6968810.521
PD250002025,SIMPLE ASSAULT,Violent,1/19/2025 1:44 上午,,5000 TWO CHIMNEYS CT,Arrest,11808369.06,6917272.427
PD250002193,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/19/2025 1:30 上午,1/19/2025 5:50 上午,7300 YOUNTVILLE DR,Inactive,11731795.19,6975048.361
PD250002027,SIMPLE ASSAULT,Violent,1/19/2025 1:26 上午,,12000 CREEKVIEW CIR,Arrest,11819511.04,6935759.216
PD250002022,CURFEW/LOITERING/VAGRANCY VIOLATION,Quality of Life,1/19/2025 12:03 上午,,2600 PENBURY CT,Arrest,11827901.17,6907474.265
PD250002030,DRIVING UNDER THE INFLUENCE,Quality of Life,1/19/2025 12:00 上午,,Sudley Rd / Lee Hwy,Arrest,11760225,6982562.831
PD250002031,SIMPLE ASSAULT,Violent,1/19/2025 12:00 上午,,3000 FOX LAIR DR,Inactive,11824868.8,6902010.034
PD250002074,TRESPASS OF REAL PROPERTY,Quality of Life,1/19/2025 12:00 上午,,14000 RICHMOND HWY,Arrest,11836714.04,6921921.867
PD250002228,SIMPLE ASSAULT,Violent,1/19/2025 12:00 上午,,3400 CRANMER MEWS,Arrest,11820579.86,6915041.134
PD250002293,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,Property,1/19/2025 12:00 上午,1/21/2025 8:07 下午,15000 CARDIN PL,Inactive,11819618.87,6914036.257
PD250008700,IDENTITY THEFT,Property,1/19/2025 12:00 上午,,3300 WILLIAM JOHNSTON LN,Inactive,11822635.42,6897958.096
PD250009155,EXTORTION/BLACKMAIL,Property,1/19/2025 12:00 上午,,4900 LINSEY CT,Inactive,11809379.04,6923419.246
PD250002033,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Property,1/18/2025 11:46 下午,,14000 POTOMAC MILLS RD,Inactive,11827370.4,6918526.736
